request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_214,65515.61,affordable_with_plan,partial_payment,2024-12-04:65515.61|2024-12-16:4234.39,2024-12-16,none,"Requested 69750 INR; up to 65515.61 INR is safe to pay on 2024-12-04 while keeping the 174900 INR minimum balance. Full payment today is not safe, so a partial-payment plan is recommended: 65515.61 INR on 2024-12-04, then 4234.39 INR on 2024-12-16."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Requested 29986 ZAR; up to 29986 ZAR is safe to pay on 2025-05-06 while keeping the 15700 ZAR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_616 is recommended: 3 payment(s) of 10395.15 ZAR starting 2025-05-09."
request_216,570.73,affordable_later,wait,2026-08-14:3332.4,2026-08-14,none,"Requested 3332.4 USD; up to 570.73 USD is safe to pay on 2026-07-03 while keeping the 1800 USD minimum balance. Full payment is not safe today; it is projected to become safe on 2026-08-14, so waiting is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_217,19532.655,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-18,none,"Requested 37180 ZAR; up to 19532.655 ZAR is safe to pay on 2024-03-05 while keeping the 26800 ZAR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_622 is recommended: 3 payment(s) of 12889.07 ZAR starting 2024-03-19."
request_218,26350974.21,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Requested 61142000 IDR; up to 26350974.21 IDR is safe to pay on 2025-08-07 while keeping the 34477200 IDR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_625 is recommended: 3 payment(s) of 21195893.33 IDR starting 2025-08-07."
request_219,1449.74,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-15,none,"Requested 1673.1 EUR; up to 1449.74 EUR is safe to pay on 2026-04-04 while keeping the 1100 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_628 is recommended: 3 payment(s) of 580.01 EUR starting 2026-04-07. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_220,74.935,not_affordable,not_recommended,none,,none,"Requested 3118.5 EUR; up to 74.935 EUR is safe to pay on 2024-06-06 while keeping the 1100 EUR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Requested 109800 INR; up to 109800 INR is safe to pay on 2025-11-03 while keeping the 81500 INR minimum balance. The full amount is safe today, so full payment on 2025-11-03 is recommended."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Requested 34078 ZAR; up to 34078 ZAR is safe to pay on 2026-01-05 while keeping the 27300 ZAR minimum balance. The full amount is safe today, so full payment on 2026-01-05 is recommended."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,"Requested 898.7 EUR; up to 898.7 EUR is safe to pay on 2024-09-07 while keeping the 800 EUR minimum balance. The full amount is safe today, so full payment on 2024-09-07 is recommended."
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Requested 10327000 IDR; up to 10327000 IDR is safe to pay on 2025-02-04 while keeping the 22187600 IDR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_645 is recommended: 2 payment(s) of 5370040 IDR starting 2025-02-04."
request_225,9636373.345,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-13,none,"Requested 22059000 IDR; up to 9636373.345 IDR is safe to pay on 2026-07-06 while keeping the 17670700 IDR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_647 is recommended: 3 payment(s) of 7647120 IDR starting 2026-07-20."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Requested 157000 INR; up to 157000 INR is safe to pay on 2024-12-03 while keeping the 209400 INR minimum balance. The full amount is safe today, so full payment on 2024-12-03 is recommended."
request_227,7250.29,not_affordable,not_recommended,none,,none,"Requested 259700 INR; up to 7250.29 INR is safe to pay on 2025-05-05 while keeping the 62900 INR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_228,4643600.885,not_affordable,not_recommended,none,,none,"Requested 63327000 IDR; up to 4643600.885 IDR is safe to pay on 2026-04-07 while keeping the 26191200 IDR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_229,467.34,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-18,none,"Requested 1526.8 EUR; up to 467.34 EUR is safe to pay on 2024-03-04 while keeping the 1000 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_659 is recommended: 3 payment(s) of 529.29 EUR starting 2024-03-18."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Requested 3537.6 EUR; up to 3537.6 EUR is safe to pay on 2025-08-06 while keeping the 2000 EUR minimum balance. The full amount is safe today, so full payment on 2025-08-06 is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Requested 35706 ZAR; up to 35706 ZAR is safe to pay on 2026-01-03 while keeping the 24300 ZAR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_666 is recommended: 3 payment(s) of 12378.08 ZAR starting 2026-01-06."
request_232,786.770,not_affordable,not_recommended,none,,none,"Requested 1970.1 EUR; up to 786.770 EUR is safe to pay on 2024-06-05 while keeping the 2400 EUR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_233,3753923.275,affordable_with_plan,partial_payment,2025-11-07:3753923.275|2025-11-15:2487076.725,2025-11-15,none,"Requested 6241000 IDR; up to 3753923.275 IDR is safe to pay on 2025-11-07 while keeping the 10365700 IDR minimum balance. Full payment today is not safe, so a partial-payment plan is recommended: 3753923.275 IDR on 2025-11-07, then 2487076.725 IDR on 2025-11-15. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_234,220.35,affordable_later,wait,2026-08-14:1213.3,2026-08-14,none,"Requested 1213.3 EUR; up to 220.35 EUR is safe to pay on 2026-07-04 while keeping the 700 EUR minimum balance. Full payment is not safe today; it is projected to become safe on 2026-08-14, so waiting is recommended."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,"Requested 967.2 USD; up to 967.2 USD is safe to pay on 2024-09-06 while keeping the 700 USD minimum balance. The full amount is safe today, so full payment on 2024-09-06 is recommended."
request_236,6757733.84,not_affordable,not_recommended,none,,none,"Requested 52383000 IDR; up to 6757733.84 IDR is safe to pay on 2025-02-03 while keeping the 16768600 IDR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Requested 23826000 IDR; up to 23826000 IDR is safe to pay on 2026-04-05 while keeping the 22431500 IDR minimum balance. The full amount is safe today, so full payment on 2026-04-05 is recommended."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Requested 663.6 USD; up to 663.6 USD is safe to pay on 2024-12-07 while keeping the 700 USD minimum balance. Full payment today is not safe, so the supplied installment option payment_option_686 is recommended: 3 payment(s) of 230.05 USD starting 2024-12-07. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"Requested 642 USD; up to 642 USD is safe to pay on 2025-05-04 while keeping the 600 USD minimum balance. The full amount is safe today, so full payment on 2025-05-04 is recommended."
request_240,13949.09,not_affordable,not_recommended,none,,none,"Requested 101200 INR; up to 13949.09 INR is safe to pay on 2026-01-06 while keeping the 52800 INR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Requested 21052000 IDR; up to 21052000 IDR is safe to pay on 2024-03-03 while keeping the 19252000 IDR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_695 is recommended: 3 payment(s) of 7298026.67 IDR starting 2024-03-17."
request_242,26.08,not_affordable,not_recommended,none,,none,"Requested 1966.8 EUR; up to 26.08 EUR is safe to pay on 2025-08-05 while keeping the 600 EUR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Requested 17468 ZAR; up to 17468 ZAR is safe to pay on 2026-07-07 while keeping the 19900 ZAR minimum balance. The full amount is safe today, so full payment on 2026-07-07 is recommended."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Requested 49918 ZAR; up to 49918 ZAR is safe to pay on 2024-06-04 while keeping the 45900 ZAR minimum balance. The full amount is safe today, so full payment on 2024-06-04 is recommended."
request_245,0,not_affordable,not_recommended,none,,none,"Requested 128500 INR; up to 0 INR is safe to pay on 2025-11-06 while keeping the 94600 INR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Requested 64086 ZAR; up to 64086 ZAR is safe to pay on 2026-04-03 while keeping the 39300 ZAR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_710 is recommended: 3 payment(s) of 22216.48 ZAR starting 2026-04-03."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Requested 1059.3 EUR; up to 1059.3 EUR is safe to pay on 2024-09-05 while keeping the 1300 EUR minimum balance. The full amount is safe today, so full payment on 2024-09-05 is recommended."
request_248,784.605,not_affordable,not_recommended,none,2025-05-03,none,"Requested 1965.6 USD; up to 784.605 USD is safe to pay on 2025-02-07 while keeping the 1300 USD minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_249,179.64,affordable_later,wait,2026-02-15:643.2,2026-02-15,none,"Requested 643.2 USD; up to 179.64 USD is safe to pay on 2026-01-04 while keeping the 600 USD minimum balance. Full payment is not safe today; it is projected to become safe on 2026-02-15, so waiting is recommended."
request_250,15480.52,not_affordable,not_recommended,none,,none,"Requested 124278 ZAR; up to 15480.52 ZAR is safe to pay on 2024-12-06 while keeping the 35300 ZAR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Requested 1513.6 EUR; up to 1513.6 EUR is safe to pay on 2025-05-03 while keeping the 1300 EUR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_252,4714997.40,affordable_later,wait,2026-08-14:28082000,2026-08-14,none,"Requested 28082000 IDR; up to 4714997.40 IDR is safe to pay on 2026-07-05 while keeping the 15152200 IDR minimum balance. Full payment is not safe today; it is projected to become safe on 2026-08-14, so waiting is recommended."
request_253,1371.570,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-18,none,"Requested 2840.2 EUR; up to 1371.570 EUR is safe to pay on 2024-03-07 while keeping the 2300 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_729 is recommended: 3 payment(s) of 984.6 EUR starting 2024-03-21."
request_254,655.30,affordable_later,wait,2025-09-16:3535.2,2025-09-16,none,"Requested 3535.2 USD; up to 655.30 USD is safe to pay on 2025-08-04 while keeping the 2500 USD minimum balance. Full payment is not safe today; it is projected to become safe on 2025-09-16, so waiting is recommended."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Requested 3345000 IDR; up to 3345000 IDR is safe to pay on 2026-04-06 while keeping the 9813900 IDR minimum balance. The full amount is safe today, so full payment on 2026-04-06 is recommended."
request_256,152538.570,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Requested 218700 INR; up to 152538.570 INR is safe to pay on 2024-06-03 while keeping the 168600 INR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_737 is recommended: 3 payment(s) of 75816 INR starting 2024-06-10. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_257,487.87,affordable_later,wait,2025-12-16:1352.4,2025-12-16,none,"Requested 1352.4 USD; up to 487.87 USD is safe to pay on 2025-11-05 while keeping the 1600 USD minimum balance. Full payment is not safe today; it is projected to become safe on 2025-12-16, so waiting is recommended."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Requested 1113.6 USD; up to 1113.6 USD is safe to pay on 2026-01-07 while keeping the 500 USD minimum balance. The full amount is safe today, so full payment on 2026-01-07 is recommended."
request_259,253.91,affordable_later,wait,2024-10-16:935,2024-10-16,none,"Requested 935 EUR; up to 253.91 EUR is safe to pay on 2024-09-04 while keeping the 600 EUR minimum balance. Full payment is not safe today; it is projected to become safe on 2024-10-16, so waiting is recommended."
request_260,9875661.615,not_affordable,not_recommended,none,,none,"Requested 52079000 IDR; up to 9875661.615 IDR is safe to pay on 2025-02-06 while keeping the 20727700 IDR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Requested 1830.4 EUR; up to 1830.4 EUR is safe to pay on 2026-07-03 while keeping the 1500 EUR minimum balance. The full amount is safe today, so full payment on 2026-07-03 is recommended."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Requested 9236000 IDR; up to 9236000 IDR is safe to pay on 2024-12-05 while keeping the 31018500 IDR minimum balance. The full amount is safe today, so full payment on 2024-12-05 is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_263,0,not_affordable,not_recommended,none,,none,"Requested 51546 ZAR; up to 0 ZAR is safe to pay on 2025-05-07 while keeping the 24100 ZAR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_264,27291.46,affordable_later,wait,2026-05-14:111300,2026-05-14,none,"Requested 111300 INR; up to 27291.46 INR is safe to pay on 2026-04-04 while keeping the 59500 INR minimum balance. Full payment is not safe today; it is projected to become safe on 2026-05-14, so waiting is recommended."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Requested 45970 INR; up to 45970 INR is safe to pay on 2024-03-06 while keeping the 189700 INR minimum balance. The full amount is safe today, so full payment on 2024-03-06 is recommended."
request_266,773.825,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-15,none,"Requested 935 EUR; up to 773.825 EUR is safe to pay on 2025-08-03 while keeping the 900 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_764 is recommended: 3 payment(s) of 324.13 EUR starting 2025-08-03."
request_267,1801.205,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Requested 1925 EUR; up to 1801.205 EUR is safe to pay on 2026-01-05 while keeping the 1500 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_767 is recommended: 3 payment(s) of 667.33 EUR starting 2026-01-08."
request_268,1046.91,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"Requested 2426.6 EUR; up to 1046.91 EUR is safe to pay on 2024-06-07 while keeping the 1400 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_770 is recommended: 3 payment(s) of 841.22 EUR starting 2024-06-14."
request_269,10115.56,affordable_later,wait,2025-11-15:15490,2025-11-15,none,"Requested 15490 ZAR; up to 10115.56 ZAR is safe to pay on 2025-11-04 while keeping the 23100 ZAR minimum balance. Full payment is not safe today; it is projected to become safe on 2025-11-15, so waiting is recommended. This recommendation reflects 1 evidence update(s) from statements, messages, or images that changed the outcome."
request_270,165.23,not_affordable,not_recommended,none,,none,"Requested 3028.8 USD; up to 165.23 USD is safe to pay on 2026-07-06 while keeping the 1400 USD minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_271,13612.75,not_affordable,not_recommended,none,2024-11-16,none,"Requested 91300 INR; up to 13612.75 INR is safe to pay on 2024-09-03 while keeping the 58200 INR minimum balance. No payment method the user accepts can safely complete this request within the 90-day forecast, even with the maximum permitted spending changes, so no payment is recommended."
request_272,5871034.75,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-16,none,"Requested 13585000 IDR; up to 5871034.75 IDR is safe to pay on 2025-02-05 while keeping the 7508600 IDR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_780 is recommended: 3 payment(s) of 4709466.67 IDR starting 2025-02-12."
request_273,10764260.96,affordable_with_plan,partial_payment,2026-04-07:10764260.96|2026-04-14:5096739.04,2026-04-14,none,"Requested 15861000 IDR; up to 10764260.96 IDR is safe to pay on 2026-04-07 while keeping the 18774600 IDR minimum balance. Full payment today is not safe, so a partial-payment plan is recommended: 10764260.96 IDR on 2026-04-07, then 5096739.04 IDR on 2026-04-14."
request_274,2411.36,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-16,none,"Requested 2713.7 EUR; up to 2411.36 EUR is safe to pay on 2024-12-04 while keeping the 1800 EUR minimum balance. Full payment today is not safe, so the supplied installment option payment_option_785 is recommended: 3 payment(s) of 940.75 EUR starting 2024-12-04."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Requested 15884000 IDR; up to 15884000 IDR is safe to pay on 2025-05-06 while keeping the 12760100 IDR minimum balance. The full amount is safe today, so full payment on 2025-05-06 is recommended."
